method,epsilon,cosine_similarity
fgsm,0.025,0.7353537678718567
fgsm,0.025,0.7197467303200585
fgsm,0.025,0.8448042962071735
fgsm,0.025,0.8661274909973145
fgsm,0.025,0.68913733959198
fgsm,0.025,0.6473627669241544
fgsm,0.025,0.5823179732371595
fgsm,0.025,0.5055318330703845
fgsm,0.025,0.8886296219450477
fgsm,0.025,0.7432353649595176
fgsm,0.025,0.05602501371353796
fgsm,0.025,0.7153530120849609
fgsm,0.025,0.7872327204714039
fgsm,0.025,0.8110147343856471
fgsm,0.025,0.9023514331788695
fgsm,0.025,0.8515832424163818
fgsm,0.025,0.7554467916488647
fgsm,0.025,0.6343571325753421
fgsm,0.025,0.6388271641381733
fgsm,0.025,0.6909244840786181
fgsm,0.025,0.8263211496568073
fgsm,0.025,0.47164304469952145
fgsm,0.025,0.8738790414893345
fgsm,0.025,0.7670028070809144
fgsm,0.025,0.833291222649291
fgsm,0.025,0.7641545815283614
fgsm,0.025,0.5545054839404074
fgsm,0.025,0.7540062294604254
fgsm,0.025,0.8185081481933594
fgsm,0.025,0.7562959935488718
fgsm,0.025,0.5081571926883266
fgsm,0.025,0.5461651086807251
fgsm,0.025,0.5848735222295818
fgsm,0.025,0.778600811958313
fgsm,0.025,0.6725078821182251
fgsm,0.025,0.6129999891519577
fgsm,0.025,0.6204493600531865
fgsm,0.025,0.37437237424768144
fgsm,0.025,0.835134113882009
fgsm,0.025,0.7426008803427485
fgsm,0.025,0.746428266380534
fgsm,0.025,0.7367606602168489
fgsm,0.025,0.8281360864639282
fgsm,0.025,0.7886227604336372
fgsm,0.025,0.7004527449607849
fgsm,0.025,0.8117900602942684
fgsm,0.025,0.26050592245179194
fgsm,0.025,0.701828006073359
fgsm,0.025,0.2588797365951385
fgsm,0.025,0.6609230637550354
fgsm,0.025,0.8916996056854506
fgsm,0.025,0.7285937884030879
fgsm,0.025,0.6035035848617554
fgsm,0.025,0.7515608072280884
fgsm,0.025,0.7725566124221664
fgsm,0.025,0.7406525015830994
fgsm,0.025,0.695315957069397
fgsm,0.025,0.6350628951154424
fgsm,0.025,0.8263656600495795
fgsm,0.025,0.7884028427840988
fgsm,0.025,0.6749895416197047
fgsm,0.025,0.6838125398047304
fgsm,0.025,0.7062669010837945
fgsm,0.025,0.6788238265233458
fgsm,0.025,0.8992944419804564
fgsm,0.025,0.8772960901260376
fgsm,0.025,0.7868930101394653
fgsm,0.025,0.7509694323232604
fgsm,0.025,0.8248813852738524
fgsm,0.025,0.7890548706054688
fgsm,0.025,0.40687090158462524
fgsm,0.025,0.6908881848521135
fgsm,0.025,0.493037045417009
fgsm,0.025,0.8870449066162109
fgsm,0.025,0.18743919021837696
fgsm,0.025,0.7838504781633915
fgsm,0.025,0.697501003742218
fgsm,0.025,0.7354526081411489
fgsm,0.025,0.6525156497955322
fgsm,0.025,0.5629971027374268
fgsm,0.025,0.8471239805221558
fgsm,0.025,0.9154387662076231
fgsm,0.025,0.6269843578338623
fgsm,0.025,0.8002886772155762
fgsm,0.025,0.8261880978233771
fgsm,0.025,0.767243431046215
fgsm,0.025,0.7394848090256697
fgsm,0.025,0.5524138478986126
fgsm,0.025,0.7613950002609197
fgsm,0.025,0.711817903030987
fgsm,0.025,0.6227258629419169
fgsm,0.025,0.6073465943336487
fgsm,0.025,0.740154818287206
fgsm,0.025,0.7799007761419295
fgsm,0.025,0.771986186504364
fgsm,0.025,0.7369933724403381
fgsm,0.025,0.6855065822601318
fgsm,0.025,0.701205313205719
fgsm,0.025,0.29839972863198994
fgsm,0.025,0.8461876603253106
fgsm,0.025,0.7006761640511803
fgsm,0.025,0.7273203134536743
fgsm,0.025,0.44102150553336783
fgsm,0.025,0.6544109582901001
fgsm,0.025,0.7871535293551417
fgsm,0.025,0.2839620794046547
fgsm,0.025,0.8512300252914429
fgsm,0.025,0.833057905228672
fgsm,0.025,0.871891438961029
fgsm,0.025,0.7918093912431086
fgsm,0.025,0.7411839962005615
fgsm,0.025,0.5554589033126831
fgsm,0.025,0.5532276364104541
fgsm,0.025,0.7718126773834229
fgsm,0.025,0.83208661270658
fgsm,0.025,0.8746360801051882
fgsm,0.025,0.7945576432610977
fgsm,0.025,0.5659410953521729
fgsm,0.025,0.6604022181273841
fgsm,0.025,0.7479844316239489
fgsm,0.025,0.8753460757950159
fgsm,0.025,0.8633711338043213
fgsm,0.025,0.471203102803323
fgsm,0.025,0.8976131677627563
fgsm,0.025,0.8019760133013747
fgsm,0.025,0.663724640829841
fgsm,0.025,0.8730769157409668
fgsm,0.025,0.8505373090185354
fgsm,0.025,0.807371973991394
fgsm,0.025,0.6820099557045092
fgsm,0.025,0.8199648857116699
fgsm,0.025,0.6485040381104961
fgsm,0.025,0.8071456185405766
fgsm,0.025,0.7417199457716923
fgsm,0.025,0.7425894448054552
fgsm,0.025,0.759259819984436
fgsm,0.025,0.7663908004760742
fgsm,0.025,0.8105332738478958
fgsm,0.025,0.5716962132816101
fgsm,0.025,0.8082517030314122
fgsm,0.025,0.6752058863639832
fgsm,0.025,0.6807538270950317
fgsm,0.025,0.1260610669851303
fgsm,0.025,0.1790992021560669
fgsm,0.025,0.4751296952289533
fgsm,0.025,-0.16098756077848564
fgsm,0.025,0.81563334558209
fgsm,0.025,0.7268815257215958
fgsm,0.025,0.7459055185317993
fgsm,0.025,0.8234099851006293
fgsm,0.025,0.4628676910062939
fgsm,0.025,0.025002114474773407
fgsm,0.025,0.7021128180161548
fgsm,0.025,0.7421952486038208
fgsm,0.025,0.8050018548965454
fgsm,0.025,0.7938169477527428
fgsm,0.025,0.5729695900064473
fgsm,0.025,0.8598263263702393
fgsm,0.025,0.6057194471359253
fgsm,0.025,0.8030684472959323
fgsm,0.025,0.5728259682655334
fgsm,0.025,0.7852571840660928
fgsm,0.025,0.8579080785567729
fgsm,0.025,0.7614309872476179
fgsm,0.025,0.8682224671973284
fgsm,0.025,0.735641501416013
fgsm,0.025,0.7795604467391968
fgsm,0.025,0.72694160720532
fgsm,0.025,0.7213197995412199
fgsm,0.025,0.7900370359420776
fgsm,0.025,0.6777002225250232
fgsm,0.025,0.7513308525085449
fgsm,0.025,0.7693656224390507
fgsm,0.025,0.7897796630859375
fgsm,0.025,0.7710918877504994
fgsm,0.025,0.8302872428383605
fgsm,0.025,0.6215722150079078
fgsm,0.025,0.8297446268644721
fgsm,0.025,0.73048236162908
fgsm,0.025,0.6154471819236037
fgsm,0.025,0.6600878834724426
fgsm,0.025,0.565559165643429
fgsm,0.025,0.6917624679733061
fgsm,0.025,0.04262849070514707
fgsm,0.025,0.7676461567773273
fgsm,0.025,0.6915893760797198
fgsm,0.025,0.724863691619856
fgsm,0.025,0.6870988607406616
fgsm,0.025,0.7488768323921217
fgsm,0.025,0.7256485223770142
fgsm,0.025,0.5973016619682312
fgsm,0.025,0.8065279722213745
fgsm,0.025,0.7614444494247437
fgsm,0.025,0.7026693820953369
fgsm,0.025,0.7377915382385254
fgsm,0.025,0.8633936643600464
fgsm,0.025,0.6866406611586023
fgsm,0.025,0.7804944980439258
fgsm,0.025,0.7714201807975769
fgsm,0.025,0.6646836400032043
fgsm,0.025,0.639456591638531
fgsm,0.025,0.6737890645139863
fgsm,0.025,0.680401822340543
fgsm,0.025,0.8342924615319065
fgsm,0.025,0.39027651490429194
fgsm,0.025,0.6785497665405273
fgsm,0.025,0.6915875261075791
fgsm,0.025,0.719264030456543
fgsm,0.025,0.361266165971756
fgsm,0.025,0.5428166389465332
fgsm,0.025,0.7989795446091759
fgsm,0.025,0.7463932704681132
fgsm,0.025,0.7380627989768982
fgsm,0.025,0.5934258699417114
fgsm,0.025,0.7609409320634885
fgsm,0.025,0.4344721099419667
fgsm,0.025,0.4682132601737976
fgsm,0.025,0.6876475419893131
fgsm,0.025,0.7549324631690979
fgsm,0.025,0.503602236724034
fgsm,0.025,0.7296620172463658
fgsm,0.025,0.7734201049882299
fgsm,0.025,0.7147709301250631
fgsm,0.025,0.5753111839294434
fgsm,0.025,0.6660887399964786
fgsm,0.025,0.5601125359535217
fgsm,0.025,0.752704918384552
fgsm,0.025,0.6575402821576439
fgsm,0.025,0.6918454582599091
fgsm,0.025,0.8122090809220638
fgsm,0.025,0.717326066414299
fgsm,0.025,0.7688942551612854
fgsm,0.025,0.7231771945953369
fgsm,0.025,0.7551057484682961
fgsm,0.025,0.6357131004333496
fgsm,0.025,0.727367243986346
fgsm,0.025,0.754831098164055
fgsm,0.025,0.6133769933395684
fgsm,0.025,0.8001251816749573
fgsm,0.025,0.7875199317932129
fgsm,0.025,0.7184725403785706
fgsm,0.025,0.7915628552436829
fgsm,0.025,0.8592845797538757
fgsm,0.025,0.7306133508682251
fgsm,0.025,0.7323311785558221
fgsm,0.025,0.6758684322755606
fgsm,0.025,0.5866118669509888
fgsm,0.025,0.19357521831989288
fgsm,0.025,0.8245621009878232
fgsm,0.025,0.8411429179055372
fgsm,0.025,0.8574481691450987
fgsm,0.025,0.611350417137146
fgsm,0.025,0.7917899365299916
fgsm,0.025,0.7125400304794312
fgsm,0.025,0.8077035546302795
fgsm,0.025,0.6950209918605702
fgsm,0.025,0.5093842896635621
fgsm,0.025,0.8813848495483398
fgsm,0.025,0.5865033443720148
fgsm,0.025,0.16868780032541864
fgsm,0.025,0.6102916830604276
fgsm,0.025,0.558774359080123
fgsm,0.025,-0.11016130775693989
fgsm,0.025,0.8064999580383301
fgsm,0.025,0.6671617229484497
fgsm,0.025,0.5350641171653308
fgsm,0.025,0.5871752746596779
fgsm,0.025,0.7397317355631383
fgsm,0.025,0.69522865443059
fgsm,0.025,0.6865712777887301
fgsm,0.025,0.8240825533866882
fgsm,0.025,0.7523893342134161
fgsm,0.025,0.6534236462964812
fgsm,0.025,0.7274523973464966
fgsm,0.025,0.7658344050744544
fgsm,0.025,0.6742593840206048
fgsm,0.025,0.7347893714904785
fgsm,0.025,0.16477393088030112
fgsm,0.025,0.3347338439286225
fgsm,0.025,0.4453104468995075
fgsm,0.025,0.2997017145512466
fgsm,0.025,0.6124884851270022
fgsm,0.025,0.7340868711471558
fgsm,0.025,0.7882828116416931
fgsm,0.025,0.054316088069444324
fgsm,0.025,0.5835154404351388
fgsm,0.025,0.6393001890599627
fgsm,0.025,0.7453525510640486
fgsm,0.025,0.7558022737503052
fgsm,0.025,0.33106680697600943
fgsm,0.025,0.7330587565653434
fgsm,0.025,0.6880920343453917
fgsm,0.025,0.7875028487295764
fgsm,0.025,0.7192875146865845
fgsm,0.025,0.6558020114898682
fgsm,0.025,0.5908183035498354
fgsm,0.025,0.45980518816740523
fgsm,0.025,0.563397321903547
fgsm,0.025,0.25851863622665405
fgsm,0.025,0.7993769287877364
fgsm,0.025,0.5818417072296143
fgsm,0.025,0.518268554313866
fgsm,0.025,0.16069471836090088
fgsm,0.025,0.812835693359375
fgsm,0.025,0.794965386390686
fgsm,0.025,0.7465507984161377
fgsm,0.025,0.6919109041637733
fgsm,0.025,0.788842631051385
fgsm,0.025,0.5540421605110168
fgsm,0.025,0.6366203617042414
fgsm,0.025,0.8106749057769775
fgsm,0.025,0.8002431392669678
fgsm,0.025,0.8476822628880225
fgsm,0.025,0.6786488103061218
fgsm,0.025,0.54213547706604
fgsm,0.025,0.7281584739685059
fgsm,0.025,0.6296475717320318
fgsm,0.025,0.7667072554405193
fgsm,0.025,0.6213352680206299
fgsm,0.025,0.8012106061342543
fgsm,0.025,0.8218554854393005
fgsm,0.025,0.5727681772251033
fgsm,0.025,0.6336137870780367
fgsm,0.025,0.7041031122207642
fgsm,0.025,0.565835177898407
fgsm,0.025,0.46978078692498193
fgsm,0.025,0.7803622120726771
fgsm,0.025,0.5409518480300903
fgsm,0.025,0.7896184450615393
fgsm,0.025,0.5679582357406616
fgsm,0.025,0.7183501720428467
fgsm,0.025,0.7441192421842087
fgsm,0.025,0.6744525626628075
fgsm,0.025,0.7164134383201599
fgsm,0.025,0.620906133082692
fgsm,0.025,0.4524096385362639
fgsm,0.025,0.6417068625513841
fgsm,0.025,0.5206957745137358
fgsm,0.025,0.8065194487571716
fgsm,0.025,0.7576420307159424
fgsm,0.025,0.30678681690771525
fgsm,0.025,-0.033111115806632396
fgsm,0.025,0.521691620349884
fgsm,0.025,0.5769798067832265
fgsm,0.025,0.2946772277355194
fgsm,0.025,0.43395413261515314
fgsm,0.025,0.5746985673904419
fgsm,0.025,0.21827948093414307
fgsm,0.025,0.7491397857666016
fgsm,0.025,0.3275423147541976
fgsm,0.025,0.3332436184141869
fgsm,0.025,0.34452913138096797
fgsm,0.025,0.39509530052826713
fgsm,0.025,0.7209394574165344
fgsm,0.025,0.5140748620033264
fgsm,0.025,0.3013894557952881
fgsm,0.025,0.5314435083534435
fgsm,0.025,0.47496548145803785
fgsm,0.025,0.5069433148537099
fgsm,0.025,0.6443404727388038
fgsm,0.025,0.7710612050015097
fgsm,0.025,0.76551353931427
fgsm,0.025,0.38420045375823975
fgsm,0.025,0.738898857766323
fgsm,0.025,0.7693621149469055
fgsm,0.025,0.7518858909606934
fgsm,0.025,0.7697537404152014
fgsm,0.025,0.6455853966227422
fgsm,0.025,0.6782807313883525
fgsm,0.025,0.7289762496948242
fgsm,0.025,0.6869121398601576
fgsm,0.025,0.7286031246185303
fgsm,0.025,0.6451585292816162
fgsm,0.025,0.8173365240495365
fgsm,0.025,0.482622399408293
fgsm,0.025,0.8021867989190355
fgsm,0.025,0.688249709151662
fgsm,0.025,0.8004724621913575
fgsm,0.025,0.7923763990402222
fgsm,0.025,0.7990975379943848
fgsm,0.025,0.8520101308822632
fgsm,0.025,0.7025017142295837
fgsm,0.025,0.6271628515221399
fgsm,0.025,0.6738832003369836
fgsm,0.025,0.6888899021679117
fgsm,0.025,0.8203518390655518
fgsm,0.025,0.5960705280303955
fgsm,0.025,0.7633766672982786
fgsm,0.025,0.5283302068710327
fgsm,0.025,0.6960095167160034
fgsm,0.025,0.7359611392021179
fgsm,0.025,0.7165542289514178
fgsm,0.025,0.8104254120334752
fgsm,0.025,0.8302574056540388
fgsm,0.025,0.7489471658750527
fgsm,0.025,0.6523866847868769
fgsm,0.025,0.6248735189437866
fgsm,0.025,0.8125287890434265
fgsm,0.025,0.809491420075042
fgsm,0.025,0.6271442174911499
fgsm,0.025,0.6572501650974328
fgsm,0.025,0.760470412983609
fgsm,0.025,0.6403043866157532
fgsm,0.025,0.7615910172462463
fgsm,0.025,0.7118462324142456
fgsm,0.025,0.48558784978353553
fgsm,0.025,0.43371873698942365
fgsm,0.025,0.45763994627117976
fgsm,0.025,0.7308962345123291
fgsm,0.025,0.8157849311828613
fgsm,0.025,0.7736295461654663
fgsm,0.025,0.7183282375335693
fgsm,0.025,0.6213781833648682
fgsm,0.025,0.7066104412078857
fgsm,0.025,0.583966851234436
fgsm,0.025,0.8145707845687866
fgsm,0.025,0.7565914392471313
fgsm,0.025,0.688593667065721
fgsm,0.025,0.7545061336310549
fgsm,0.025,0.7587263584136963
fgsm,0.025,0.7135860323905945
fgsm,0.025,0.7201166152954102
fgsm,0.025,0.6711546382652118
fgsm,0.025,0.6991616695869469
fgsm,0.025,0.8140080682034466
fgsm,0.025,0.8179612159729004
fgsm,0.025,0.7797560691833496
fgsm,0.025,0.7586268638746074
fgsm,0.025,0.8342730501727447
fgsm,0.025,0.7525434494018555
fgsm,0.025,0.7338161468505859
fgsm,0.025,0.758729979916215
fgsm,0.025,0.4745508134365082
fgsm,0.025,0.7759925127029419
fgsm,0.025,0.8645859795315303
fgsm,0.025,0.8861926198005676
fgsm,0.025,0.8725562355684116
fgsm,0.025,0.8990825682605083
fgsm,0.025,0.7704013586044312
fgsm,0.025,0.6275067516418327
fgsm,0.025,0.7781733738287328
fgsm,0.025,0.8771989272355409
fgsm,0.025,0.8776390552520752
fgsm,0.025,0.5659525990486145
fgsm,0.025,0.7198988628327182
fgsm,0.025,0.8012853860855103
fgsm,0.025,0.7187331318855286
fgsm,0.025,0.8789217472076416
fgsm,0.025,0.6392174959182739
fgsm,0.025,0.7197073698043823
fgsm,0.025,0.7360653877258301
fgsm,0.025,0.5326046943664551
fgsm,0.025,0.7988780259082968
fgsm,0.025,0.4684381801820894
fgsm,0.025,0.8561105642384642
fgsm,0.025,0.4286266565322876
fgsm,0.025,0.7106247889250819
fgsm,0.025,0.41519144909305583
fgsm,0.025,0.767846391668702
fgsm,0.025,0.6964196977865528
fgsm,0.025,0.8078658580780029
fgsm,0.025,0.3666260759011559
fgsm,0.025,0.8587531703338975
fgsm,0.025,0.6659435033798218
fgsm,0.025,0.8502675294876099
fgsm,0.025,0.6605488061904907
fgsm,0.025,0.8436782360076904
fgsm,0.025,0.5051825046539307
fgsm,0.025,0.46251505613327026
fgsm,0.025,0.7018185257911682
fgsm,0.025,0.7437277283506245
fgsm,0.025,0.6155333381255506
fgsm,0.025,0.865464738933132
fgsm,0.025,0.7305136483601554
fgsm,0.025,0.7314994989186107
fgsm,0.025,0.6644768714904785
fgsm,0.025,-0.05155600979924202
fgsm,0.025,0.8106480836868286
fgsm,0.025,0.8377727519802083
fgsm,0.025,0.3274433710409217
fgsm,0.025,0.6822903156280518
fgsm,0.025,0.7177515198140443
fgsm,0.025,0.6544218865381558
fgsm,0.025,0.8716228084789048
fgsm,0.025,0.6778958631816004
fgsm,0.025,0.7857651944686533
fgsm,0.025,0.8569267392158508
fgsm,0.025,0.730990177183468
fgsm,0.025,0.8816012144088745
fgsm,0.025,0.8821405838644172
fgsm,0.025,0.7794191241264343
fgsm,0.025,0.8773615956306458
fgsm,0.025,0.8765569851730473
fgsm,0.025,0.8569296598434448
fgsm,0.025,0.6507401882719815
fgsm,0.025,0.8435693289976927
fgsm,0.025,0.8797174692153931
fgsm,0.025,0.799451971037745
fgsm,0.025,0.7332104663017535
fgsm,0.025,0.8243935704231262
fgsm,0.025,0.8661919832229614
fgsm,0.025,0.8069224953651428
fgsm,0.025,0.5065280795097351
fgsm,0.025,0.46966995208471896
fgsm,0.025,0.7674725741868563
fgsm,0.025,0.7178782224655151
fgsm,0.025,0.7915700078010559
fgsm,0.025,0.8238914608955383
fgsm,0.025,0.8692930936813354
fgsm,0.025,0.7553347945213318
fgsm,0.025,0.8501106753978338
fgsm,0.025,0.7324575185775757
fgsm,0.025,0.6630677380006169
fgsm,0.025,0.24656300226229488
fgsm,0.025,0.3618625916160705
fgsm,0.025,0.826046659891012
fgsm,0.025,0.7447060568543097
fgsm,0.025,0.275200971221953
fgsm,0.025,0.27286702394485474
fgsm,0.025,0.6572358216502785
fgsm,0.025,0.8205881118774414
fgsm,0.025,0.7733571990345253
fgsm,0.025,0.796555602447856
fgsm,0.025,0.7790949011928017
fgsm,0.025,0.3742353245160184
fgsm,0.025,0.6333544254302979
fgsm,0.025,0.6673630873777334
fgsm,0.025,0.34261975630404073
fgsm,0.025,0.5545144081115723
fgsm,0.025,0.5516743331149627
fgsm,0.025,0.2956604747671032
fgsm,0.025,0.8276017452122374
fgsm,0.025,0.8335896978852066
fgsm,0.025,0.5699282544894076
fgsm,0.025,0.8398347997566953
fgsm,0.025,0.7607937539333511
fgsm,0.025,0.7447573390458442
fgsm,0.025,0.3072699308395386
fgsm,0.025,0.4376238118894047
fgsm,0.025,0.6411700248718262
fgsm,0.025,0.7962924242019653
fgsm,0.025,0.48543652978917873
fgsm,0.025,0.6556180910950333
fgsm,0.025,0.18280614912509918
fgsm,0.025,0.7126822046826968
fgsm,0.025,0.7347793579101562
fgsm,0.025,0.6711030406417287
fgsm,0.025,0.794979048074542
fgsm,0.025,0.7323134381957924
fgsm,0.025,0.32882101323667223
fgsm,0.025,0.602752399772696
fgsm,0.025,0.8635523576603046
fgsm,0.025,-0.07635030150413513
fgsm,0.025,0.7452985714642946
fgsm,0.025,0.763514243469067
fgsm,0.025,0.6210804170692094
fgsm,0.025,0.6866001486778259
fgsm,0.025,0.736712054210184
fgsm,0.025,0.6496474936499448
fgsm,0.025,0.700910210609436
fgsm,0.025,0.7230362296104431
fgsm,0.025,0.8429585192824307
fgsm,0.025,0.6179064696403288
fgsm,0.025,0.6440797832059743
fgsm,0.025,0.30281520792291206
fgsm,0.025,0.7726958258566766
fgsm,0.025,0.7681761245832531
fgsm,0.025,0.8028872726626844
fgsm,0.025,0.6891639643409243
fgsm,0.025,0.7784655094146729
fgsm,0.025,0.7182283615537993
fgsm,0.025,0.8431614888656587
fgsm,0.025,0.26056598063910164
fgsm,0.025,0.8062815301082752
fgsm,0.025,0.6978819578254809
fgsm,0.025,0.7995978832125037
fgsm,0.025,0.8434324264526367
fgsm,0.025,0.8634608563894833
fgsm,0.025,0.7321972905573836
fgsm,0.025,0.7070257067680359
fgsm,0.025,0.6238347477863656
fgsm,0.025,0.7444700002670288
fgsm,0.025,0.7451334443767945
fgsm,0.025,0.6313684582710266
fgsm,0.025,0.6023157835006714
fgsm,0.025,0.2552639918107985
fgsm,0.025,0.77764892578125
fgsm,0.025,0.8301541805267334
fgsm,0.025,0.6396737098693848
fgsm,0.025,0.8625602979230973
fgsm,0.025,0.8333470324667092
fgsm,0.025,0.5471714408891544
fgsm,0.025,0.5259564236376547
fgsm,0.025,0.607826966280549
fgsm,0.025,0.5718948585924432
fgsm,0.025,0.6057775851620694
fgsm,0.025,0.846325236996986
fgsm,0.025,0.875786304473877
fgsm,0.025,0.6092283907302737
fgsm,0.025,0.4692888576216194
fgsm,0.025,0.8111197352409363
fgsm,0.025,0.6098824921215326
fgsm,0.025,0.7837481498718262
fgsm,0.025,0.762404345345627
fgsm,0.025,0.5965647101402283
fgsm,0.025,0.418539171305945
fgsm,0.025,0.9042443037033081
fgsm,0.025,0.8178422451019287
fgsm,0.025,0.9261692718368351
fgsm,0.025,0.6953514218330383
fgsm,0.025,0.7397263866581439
fgsm,0.025,0.8030621292032095
fgsm,0.025,0.6040082573890686
fgsm,0.025,0.761244490072461
fgsm,0.025,0.2310856649603149
fgsm,0.025,0.8542876243591309
fgsm,0.025,0.4528206856739938
fgsm,0.025,0.4701143503189087
fgsm,0.025,0.8253916747984793
fgsm,0.025,0.6754564046859741
fgsm,0.025,0.7867203950881958
fgsm,0.025,0.7146186828613281
fgsm,0.025,0.5273665189743042
fgsm,0.025,0.7274334593156911
fgsm,0.025,0.6720632510147553
fgsm,0.025,0.6927502568215297
fgsm,0.025,0.47396211248523357
fgsm,0.025,0.8410865068435669
fgsm,0.025,0.7702290278809697
fgsm,0.025,0.6632383663427346
fgsm,0.025,0.7839704985609802
fgsm,0.025,0.698704501947895
fgsm,0.025,0.6819727420806885
fgsm,0.025,0.8459234237670898
fgsm,0.025,0.7328774173782729
fgsm,0.025,0.5829943592248669
fgsm,0.025,0.5090482831001282
fgsm,0.025,0.4591659903526306
fgsm,0.025,0.6486003398895264
fgsm,0.025,0.7892841100692749
fgsm,0.025,0.8775269650675946
fgsm,0.025,0.7082461466495866
fgsm,0.025,0.8236489786892536
fgsm,0.025,0.7569575309753418
fgsm,0.025,0.8290996551513672
fgsm,0.025,0.7921761982598514
fgsm,0.025,0.6392963123111821
fgsm,0.025,0.8016599416732788
fgsm,0.025,0.8187927603721619
fgsm,0.025,0.7800403964495436
fgsm,0.025,0.5789476633071899
fgsm,0.025,0.6226209627019796
fgsm,0.025,0.8712691068649292
fgsm,0.025,0.6616049014565419
fgsm,0.025,0.720970532923059
fgsm,0.025,0.5619142222974965
fgsm,0.025,-0.077045738697052
fgsm,0.025,0.805740237236023
fgsm,0.025,0.8270760774612427
fgsm,0.025,0.6484484269752633
fgsm,0.025,0.7965121269226074
fgsm,0.025,0.9006441176321592
fgsm,0.025,0.7623690821152392
fgsm,0.025,0.6159469256369439
fgsm,0.025,0.7581961010811402
fgsm,0.025,0.7329728007316589
fgsm,0.025,0.6508749917410315
fgsm,0.025,0.6814196515929504
fgsm,0.025,0.5451575517654419
fgsm,0.025,0.58367297552067
fgsm,0.025,0.7445798364031231
fgsm,0.025,0.7239157722046524
fgsm,0.025,0.5830084681510925
fgsm,0.025,0.7692301548445095
fgsm,0.025,0.7076527687207692
fgsm,0.025,0.7225024154039426
fgsm,0.025,0.6138309240341187
fgsm,0.025,0.8341780999792769
fgsm,0.025,0.5727076701136732
fgsm,0.025,0.7463676555862327
fgsm,0.025,0.7120996289193864
fgsm,0.025,0.7755344145159252
fgsm,0.025,0.7189249992370605
fgsm,0.025,0.7057074308395386
fgsm,0.025,0.7400960171279931
fgsm,0.025,0.7742790579795837
fgsm,0.025,0.7570870969943475
fgsm,0.025,0.7677244682476255
fgsm,0.025,0.6051074266433716
fgsm,0.025,0.7861337661743164
fgsm,0.025,0.780180798779775
fgsm,0.025,0.5527346134185791
fgsm,0.025,0.6745822221538804
fgsm,0.025,0.7779561513053227
fgsm,0.025,0.6725655794143677
fgsm,0.025,0.7386691726047306
fgsm,0.025,0.7294175190080704
fgsm,0.025,0.624866642049948
fgsm,0.025,0.7600494623184204
fgsm,0.025,0.7547309848505859
fgsm,0.025,0.8542380842112368
fgsm,0.025,0.8364639975748078
fgsm,0.025,0.7476142867688625
fgsm,0.025,0.8408841585585991
fgsm,0.025,0.7259370251931546
fgsm,0.025,0.9134251526936814
fgsm,0.025,0.8305437564849854
fgsm,0.025,0.8774824738502502
fgsm,0.025,0.6432660434683547
fgsm,0.025,0.2798168659210205
fgsm,0.025,0.7192633962411704
fgsm,0.025,0.8661824464797974
fgsm,0.025,0.7263974763869491
fgsm,0.025,0.10683872442476317
fgsm,0.025,0.24605855322233205
fgsm,0.025,0.6172493328303508
fgsm,0.025,0.7479598522186279
fgsm,0.025,0.8049576994801954
fgsm,0.025,0.7699907100211782
fgsm,0.025,0.43491482734680176
fgsm,0.025,0.604005670786243
fgsm,0.025,0.45519858598709106
fgsm,0.025,0.8040604591369629
fgsm,0.025,0.7964543937580111
fgsm,0.025,0.6624514065711864
fgsm,0.025,0.7158923914496678
fgsm,0.025,0.5313847223336914
fgsm,0.025,0.6996784627245953
fgsm,0.025,0.4662224332226781
fgsm,0.025,-0.04163755352124898
fgsm,0.025,0.7323893308639526
fgsm,0.025,0.7158519242957812
fgsm,0.025,0.7538068890571594
fgsm,0.025,0.7423087954521179
fgsm,0.025,0.8224360942840576
fgsm,0.025,0.1295936107635498
fgsm,0.025,0.6831482852443544
fgsm,0.025,0.8770452215048554
fgsm,0.025,0.757160334925617
fgsm,0.025,0.9011476694853519
fgsm,0.025,0.8276465535163879
fgsm,0.025,0.7482419459964018
fgsm,0.025,0.8338430622909643
fgsm,0.025,0.6282342263529967
fgsm,0.025,0.7610321498532399
fgsm,0.025,0.6695930164809845
fgsm,0.025,0.6045273722567374
fgsm,0.025,0.6353340148925781
fgsm,0.025,0.7456544041633606
fgsm,0.025,0.8712129256490748
fgsm,0.025,0.7527962775705039
fgsm,0.025,0.6679563522338867
fgsm,0.025,0.7677121162414551
fgsm,0.025,0.76140296459198
fgsm,0.025,0.8019856692544038
fgsm,0.025,0.8066849948967996
fgsm,0.025,0.7868270150916004
fgsm,0.025,0.7645740228383623
fgsm,0.025,0.7283104875180274
fgsm,0.025,0.7621936798095703
fgsm,0.025,0.516257078424519
fgsm,0.025,0.6752031847955706
fgsm,0.025,0.7001270055770874
fgsm,0.025,0.04544876515865326
fgsm,0.025,0.07069601765918576
fgsm,0.025,0.4332866966724396
fgsm,0.025,0.7601357555470334
fgsm,0.025,0.729690985102
fgsm,0.025,0.8218469619750977
fgsm,0.025,0.7514466791482772
fgsm,0.025,0.6264896766239223
fgsm,0.025,0.7233049869537354
fgsm,0.025,0.8227574825286865
fgsm,0.025,0.613627983764174
fgsm,0.025,0.7046061402089813
fgsm,0.025,0.6010524868337829
fgsm,0.025,0.20992172389989272
fgsm,0.025,0.6289384365081787
fgsm,0.025,0.5420415886081708
fgsm,0.025,0.11893164294143321
fgsm,0.025,0.1798889988627732
